filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
7-39CFA0047042.jpeg,37383,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[3,689,698,19],""all_points_y"":[97,17,101,169]}","{""product_no"":""7-39CFA0047042"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Shadow""}"
7-39CFA0047042.jpeg,37383,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[4,604,117,1],""all_points_y"":[79,5,2,19]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
7-39CFA0047042.jpeg,37383,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[173,442,452,339],""all_points_y"":[174,145,174,173]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
144757C.jpg,2646,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[1,89,93,7],""all_points_y"":[14,1,17,28]}","{""product_no"":""144757C"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
160458C.jpg,3333,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[8,113,113,8],""all_points_y"":[7,7,27,27]}","{""product_no"":""160458C"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
500714.jpeg,8012,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[4,178,179,6],""all_points_y"":[21,18,87,93]}","{""product_no"":""500714"",""status"":""Horizontal"",""letter"":""Blur"",""environment"":""Shadow""}"
36933802.jpg,3662,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[5,106,103,1],""all_points_y"":[0,11,25,13]}","{""product_no"":""369338 02"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
36933802.jpg,3662,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[1,31,14,1],""all_points_y"":[20,24,25,25]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
API011006.jpeg,20739,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[30,436,428,17],""all_points_y"":[4,13,84,71]}","{""product_no"":""API 011006"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
ARTCP9448.jpeg,3536,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[5,96,93,1],""all_points_y"":[1,11,26,14]}","{""product_no"":""ART CP9448"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
ARTCP9448.jpeg,3536,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[9,79,57,7],""all_points_y"":[18,25,26,25]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
ARTCP9448.jpeg,3536,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[32,96,96,35],""all_points_y"":[0,9,0,0]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
EG8357.jpeg,2789,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[1,68,71,6],""all_points_y"":[10,1,16,24]}","{""product_no"":""EG8357"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
EG8357.jpeg,2789,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[1,42,15,0],""all_points_y"":[6,1,1,0]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
EG8357.jpeg,2789,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[46,66,67,59],""all_points_y"":[25,22,25,25]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
FS1SIA1011X.jpg,3738,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,130,128,2],""all_points_y"":[12,27,42,28]}","{""product_no"":""FS1SIA1011X"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
FS1SIZ3220X.jpeg,13642,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[21,306,298,18],""all_points_y"":[14,29,72,66]}","{""product_no"":""FS1SIZ3220X"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
FW2752.jpg,3194,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[0,96,100,4],""all_points_y"":[14,0,22,35]}","{""product_no"":""FW2752"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
J09603.jpeg,13188,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[34,272,275,46],""all_points_y"":[31,11,75,91]}","{""product_no"":""J09603"",""status"":""Diagonal"",""letter"":""Dirty"",""environment"":""Clear""}"
KKWK133M1.jpeg,20840,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[4,428,422,6],""all_points_y"":[2,25,82,64]}","{""product_no"":""KKWK133M1"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
KKWK133M1.jpeg,20840,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[0,66,65,2],""all_points_y"":[77,66,73,86]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KKWK133M1.jpeg,20840,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[69,217,100,69],""all_points_y"":[68,87,88,73]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
KKWK133M1.jpeg,20840,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[45,76,76,46],""all_points_y"":[82,84,87,87]}","{""product_no"":""###"",""status"":"""",""letter"":"""",""environment"":""""}"
L4040BK3.jpg,4327,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[4,123,122,2],""all_points_y"":[3,8,26,20]}","{""product_no"":""L4040BK3"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
