filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2021-12-06 155505.jpg,21445,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[4,141,141,5],""all_points_y"":[1,5,22,20]}","{""product_no"":""839611-400"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
2021-12-06 155604.jpg,20424,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,110,110,4],""all_points_y"":[11,0,17,29]}","{""product_no"":""615152-109"",""status"":""Diagonal"",""letter"":""Blur"",""environment"":""Clear""}"
2021-12-06 155705.jpg,20388,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,101,101,3],""all_points_y"":[4,7,22,20]}","{""product_no"":""833260-110"",""letter"":""Blur"",""environment"":""Clear""}"
2021-12-06 155724.jpg,20837,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[1,113,113,1],""all_points_y"":[3,1,20,19]}","{""product_no"":""642330-002"",""status"":""Diagonal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_171426.jpg,41172,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[9,717,724,5],""all_points_y"":[12,0,115,118]}","{""product_no"":""CD5405-001"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
20211205_171506.jpg,38511,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[10,494,494,10],""all_points_y"":[10,4,78,84]}","{""product_no"":""DX-SHB1-111"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_171527.jpg,43285,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[2,494,496,3],""all_points_y"":[24,6,97,104]}","{""product_no"":""454350-700"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
20211205_195013.jpg,34816,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,425,425,3],""all_points_y"":[7,3,52,56]}","{""product_no"":""CZ5358-002"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_195047.jpg,39219,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[8,462,463,5],""all_points_y"":[13,3,62,59]}","{""product_no"":""DM0113-002"",""status"":""Horizontal"",""letter"":""Tilted"",""environment"":""Clear""}"
20211205_195114.jpg,35888,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,407,408,1],""all_points_y"":[3,5,73,60]}","{""product_no"":""DJ1196-002"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Reflection""}"
20211205_195216.jpg,40070,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[1,503,505,2],""all_points_y"":[4,7,73,74]}","{""product_no"":""CW4555-102"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_195303.jpg,37447,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[5,419,421,2],""all_points_y"":[2,4,61,60]}","{""product_no"":""CU4826-002"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_195313.jpg,36272,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,381,381,5],""all_points_y"":[3,4,56,50]}","{""product_no"":""CU4826-100"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_195628.jpg,37168,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[4,477,477,5],""all_points_y"":[2,11,75,69]}","{""product_no"":""CU4874-001"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Reflection""}"
20211205_195643.jpg,36453,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,396,398,3],""all_points_y"":[2,8,59,50]}","{""product_no"":""CW3809-005"",""environment"":""Reflection"",""letter"":""Tilted"",""status"":""Horizontal""}"
20211205_195658.jpg,37341,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[4,507,507,3],""all_points_y"":[2,2,61,62]}","{""product_no"":""CW3808-001"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_195807.jpg,37703,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[2,440,440,4],""all_points_y"":[2,3,62,60]}","{""product_no"":""DB2880-100"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
20211205_195820.jpg,34061,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[10,493,495,14],""all_points_y"":[10,4,60,61]}","{""product_no"":""DB2880-001"",""environment"":""Shadow"",""status"":""Horizontal"",""letter"":""Blur""}"
20211205_195832.jpg,40575,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,727,728,6],""all_points_y"":[16,2,88,89]}","{""product_no"":""DA5380-110"",""letter"":""Tilted"",""environment"":""Clear"",""status"":""Horizontal""}"
20211205_195851.jpg,40945,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[13,560,561,9],""all_points_y"":[6,3,73,80]}","{""product_no"":""DC6477-001"",""letter"":""Tilted"",""environment"":""Clear"",""status"":""Horizontal""}"
20211205_195900.jpg,48818,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[5,602,602,3],""all_points_y"":[2,20,106,90]}","{""product_no"":""DC6477-400"",""environment"":""Reflection"",""status"":""Horizontal"",""letter"":""Tilted""}"
20211205_195908.jpg,38135,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[1,521,521,2],""all_points_y"":[6,11,80,75]}","{""product_no"":""DC6477-100"",""status"":""Horizontal"",""letter"":""Clear"",""environment"":""Clear""}"
